player,playerLabel,clubLabel,leagueLabel,start,end,caps
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,Parma Calcio 1913,Serie A,1993-01-01T00:00:00Z,1993-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,Hellas Verona FC,Serie A,1996-01-01T00:00:00Z,1998-01-01T00:00:00Z,58
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,Atalanta BC,Serie A,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z,88
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,AS Roma,Serie A,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,Parma Calcio 1913,Serie A,2002-01-01T00:00:00Z,2005-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,Atalanta BC,Serie A,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z,17
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,US Lecce,Serie A,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,31
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,SS Lazio,Serie A,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,29
http://www.wikidata.org/entity/Q1333991,Sebastiano Siviglia,SS Lazio,Serie A,2005-01-01T00:00:00Z,2010-01-01T00:00:00Z,129
http://www.wikidata.org/entity/Q133556,Ashley Cole,Arsenal F.C.,Premier League,1998-01-01T00:00:00Z,2006-01-01T00:00:00Z,156
http://www.wikidata.org/entity/Q133556,Ashley Cole,Crystal Palace F.C.,Premier League,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,14
http://www.wikidata.org/entity/Q133556,Ashley Cole,Chelsea F.C.,Premier League,2006-01-01T00:00:00Z,2014-01-01T00:00:00Z,229
http://www.wikidata.org/entity/Q133556,Ashley Cole,AS Roma,Serie A,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z,11
http://www.wikidata.org/entity/Q134729,Joselu,RC Celta de Vigo,La Liga,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,24
http://www.wikidata.org/entity/Q134729,Joselu,RC Celta de Vigo,La Liga,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q134729,Joselu,Real Madrid Club de Fútbol,La Liga,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q134729,Joselu,TSG 1899 Hoffenheim,Bundesliga,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z,25
http://www.wikidata.org/entity/Q134729,Joselu,Eintracht Frankfurt,Bundesliga,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z,24
http://www.wikidata.org/entity/Q134729,Joselu,Newcastle United F.C.,Premier League,2017-01-01T00:00:00Z,2019-01-01T00:00:00Z,46
http://www.wikidata.org/entity/Q134729,Joselu,Deportivo Alavés,La Liga,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,110
http://www.wikidata.org/entity/Q134729,Joselu,RCD Espanyol de Barcelona,La Liga,2022-01-01T00:00:00Z,2024-01-01T00:00:00Z,34
http://www.wikidata.org/entity/Q134729,Joselu,Real Madrid Club de Fútbol,La Liga,2023-01-01T00:00:00Z,2024-06-01T00:00:00Z,34
http://www.wikidata.org/entity/Q134976,Lukas Podolski,1. FC Köln,Bundesliga,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z,81
http://www.wikidata.org/entity/Q134976,Lukas Podolski,FC Bayern Munich,Bundesliga,2006-01-01T00:00:00Z,2009-01-01T00:00:00Z,71
http://www.wikidata.org/entity/Q134976,Lukas Podolski,1. FC Köln,Bundesliga,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z,88
http://www.wikidata.org/entity/Q134976,Lukas Podolski,Arsenal F.C.,Premier League,2012-01-01T00:00:00Z,2015-01-01T00:00:00Z,60
http://www.wikidata.org/entity/Q134976,Lukas Podolski,Inter Milan,Serie A,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,17
http://www.wikidata.org/entity/Q135314,Gabriel Agbonlahor,Aston Villa F.C.,Premier League,2005-01-01T00:00:00Z,2018-01-01T00:00:00Z,341
http://www.wikidata.org/entity/Q1354960,Mohamed Salah,Chelsea F.C.,Premier League,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z,13
http://www.wikidata.org/entity/Q1354960,Mohamed Salah,ACF Fiorentina,Serie A,2015-02-02T00:00:00Z,2015-06-30T00:00:00Z,16
http://www.wikidata.org/entity/Q1354960,Mohamed Salah,AS Roma,Serie A,2015-08-06T00:00:00Z,2016-01-01T00:00:00Z,34
http://www.wikidata.org/entity/Q1354960,Mohamed Salah,AS Roma,Serie A,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z,31
http://www.wikidata.org/entity/Q1354960,Mohamed Salah,Liverpool F.C.,Premier League,2017-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/08d057f571814dba994af668cf696e45,300
